timestamp,post_id,success,caption_preview
2026-04-13 11:59:14,ig_auto_006,False,【Pococha時間ダイヤ完全攻略】配信だけで時給〇万円も可能って知ってた？💸  Pocochaの最大の魅力は、**配信するだけで報酬がもらえる**「時間ダイヤ」制度💎 リスナーさんからのギフトがゼロ
2026-04-15 06:10:01,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:10:32,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:11:04,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:14:09,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:14:41,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:15:13,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:18:14,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:18:46,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:19:17,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？
2026-04-15 06:36:39,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？ 
2026-04-15 06:36:42,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？ 
2026-04-15 06:36:44,ig_auto_007,False,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？ 
2026-04-15 06:40:16,ig_auto_007,True,【未経験なのに初月10万円稼げる秘密】  「ライブ配信で稼ぎたいけど、本当にフリーで結果出せるの？」「事務所に入ると、逆に自由がなくなって、配信内容まで口出しされそう…」って不安に思っていませんか？ 
2026-04-15 12:31:40,ig_auto_008,True,【顔出しなしでも月10万稼ぐ秘密】  ライバーって顔出し必須だと思っていませんか？ わかります、私も最初はそう思って諦めかけていました。  結論、顔出しなしでもライバーとして十分に稼げます。 むしろ、
2026-04-15 12:33:16,ig_auto_009,True,【時給2倍】バイトより稼げる新常識✨  今のバイト、時間も体力も使うのに、お給料なかなか上がらないって悩んでませんか？ わかります。もっと効率よく、自分のペースで稼ぎたいって私もずっと思っていました。
2026-04-15 14:59:02,ig_auto_010,True,【知らないと損！パートより稼げる主婦の働き方】  子育てや家事で忙しいけど、もう少し収入が欲しい…って思ってませんか？ わかります、私も同じでした。でも諦める必要はありません。  結論、子育て中の主婦
2026-04-16 06:14:01,ig_auto_011,True,【副業ライバー必見】会社バレずに確定申告  ライバーとして稼ぎたいけど、確定申告や会社バレが不安で一歩踏み出せない…って思ってませんか？ わかります。私も最初は税金のことが全く分からず、どうすればいい
2026-04-16 16:14:03,ig_auto_012,True,【9割が知らない】Pocochaイベント入賞の秘策  Pocochaのイベント、参加したいけど何すればいいか分からず、入賞なんて自分には無理って思ってませんか？ わかります、私も、どうすれば入賞できる
2026-04-17 06:14:12,ig_auto_013,True,【ライバーの6割が悩む辞めたい病の特効薬】  「リスナーさんが増えない」「配信がつらい…もう辞めたい」 「収入も思ったより伸びなくて、心が折れそう…」 こんな風に感じていませんか？分かります、私も同じ
2026-04-18 00:07:32,ig_auto_014,True,【9割が知らない】男性ライバーが稼げる裏事情🎯  「ライバーって女性の方が有利でしょ？」「男じゃ稼げないって思ってませんか？」 わかります、私も同じように考えていた時期がありました。  結論、男性ライ
2026-04-18 12:06:02,ig_auto_015,True,【知らないと年24万損する事務所の見分け方】  「事務所に入ったら、せっかく稼いだ報酬が減っちゃう？」 「還元率って何？高い方がいいの？そう思ってませんか？わかります、私も同じでした。」  結論、まと
2026-04-19 00:03:46,ig_auto_016,True,【知らないと損する！ライバー面接攻略術】  ライバー事務所の面接って、何を聞かれるのか、どんな雰囲気なのか、不安に感じていませんか？ 「うまく話せなかったらどうしよう…」「落ちたらどうしよう」って、私
2026-04-19 12:03:31,ig_auto_017,True,【未経験から2ヶ月でBランク達成する裏技】  Pocochaで頑張ってるのに全然ランク上がらない… 時間ダイヤ増えなくて落ち込みますよね。私も同じでした。  結論、Pocochaのランク上げは「正しい
2026-04-20 00:06:23,ig_auto_018,True,【知らないと損する！ライバーが本当に買うべき機材】  スマホだけで配信してるけど、なんか垢抜けない…って思ってませんか？ わかります。私も初心者ライバー時代は、機材選びでめちゃくちゃ悩みました。  結
2026-04-21 06:13:53,ig_auto_019,True,【9割が知らない】配信ネタ50選🎯  配信で話すネタが尽きて、リスナーさんが飽きてるかも…って思ってませんか？ わかります、私も毎日「今日何話そう？」って悩んでいました。  結論、配信ネタの尽きない人
2026-04-21 16:00:06,ig_auto_020,True,【実は…】ライバーが伸びない7つのNG行動  「毎日配信してるのに全然伸びない…」「リスナーがなかなか増えない…」って思ってませんか？ わかります、私もライバーを始めたばかりの頃は、同じ壁にぶつかり悩
2026-04-22 00:05:19,ig_auto_021,True,【30代必見】9割が知らない「今」ライバーを始めるべき理由  「30代からライバーなんて、もう遅いかも…」って思ってませんか？ 若い子ばかりのイメージで、自分には無理だと諦めかけているかもしれませんね
2026-04-22 15:53:15,ig_auto_022,True,【2026年最新】ライブ配信、今から始めても稼げる？  「ライブ配信って今からじゃもう遅い？」 「もう飽和してるから、稼げないんじゃないかって不安に思ってませんか？」 わかります、私も始める前は同じ不
2026-04-23 06:18:08,ig_auto_023,True,【未経験でも月5万稼ぐ】ライバー代理店  副業で安定収入を目指したいけど、初期費用や在庫は不安… 本業との両立が難しそうで、なかなか一歩踏み出せない…そう思っていませんか？ わかります。私も最初はそう
2026-04-23 16:54:49,ig_auto_024,True,【未経験から月10万も？】ライバー業界の「裏方仕事」の全貌  特別なスキルや資格もないし、将来のキャリアに漠然とした不安を感じていませんか？ 「自分にできることってなんだろう…」そう考えては諦めていた
2026-04-24 06:22:18,ig_auto_025,True,【副業ライバー実は会社にバレない5つの秘策】  会社に副業がバレたらどうしよう…って不安に思ってませんか？ バレて評価が下がるのは避けたいですよね。わかります、私も同じでした。  結論、適切な対策をす
2026-04-24 14:59:53,ig_auto_026,True,【知らないと損】悪質ライバー事務所に騙される人の共通点  ライバー事務所、どこがいいか悩んでいませんか？ 200社以上ある中から自分に合った場所を見つけるのって難しいですよね。  結論、ライバー事務所
2026-04-25 00:09:35,ig_auto_027,True,【月30万ライバーの秘密】実は配信時間より大事なこと  「ライバーって稼げるって聞くけど、実際のところどんな生活をしているんだろう？」 副業や子育てと両立できるか不安になりますよね。わかります、私も同
2026-04-25 14:09:51,ig_auto_028,True,【9割が知らない】怪しいライバー事務所の罠を見抜く方法  ライバー事務所からDMが来て、正直「怪しい…」って思ってませんか？ 契約して後悔したくない、そんな不安、わかります。私も同じでした。  結論、
2026-04-26 00:08:05,ig_auto_029,True,【リスナー0人から100人のコアファンを作る方法】  配信頑張ってるのに、なかなかリスナーさん増えない、定着しない…って悩んでいませんか？ わかります、私も同じでした。努力が報われないのって本当に辛い
2026-04-26 14:11:16,ig_auto_030,True,【華やか裏】ライバーが病む5つの原因と対処法  配信がつらいのに辞めたくない、リスナーが来ないと焦る、そんな経験ないですか？ わかります。頑張り屋さんのライバーさんほど、一人で抱え込みがちですよね。 
2026-04-27 00:09:35,ig_auto_031,False,【知らないと損】ライバー事務所移籍で後悔する人の共通点  今の事務所でモヤモヤしてるけど、移籍って正直怖い… トラブルなく円満に辞めたいけど、どうすればいいか分からない…って思っていませんか？ わかり
2026-04-27 00:10:07,ig_auto_031,False,【知らないと損】ライバー事務所移籍で後悔する人の共通点  今の事務所でモヤモヤしてるけど、移籍って正直怖い… トラブルなく円満に辞めたいけど、どうすればいいか分からない…って思っていませんか？ わかり
2026-04-27 00:10:37,ig_auto_031,False,【知らないと損】ライバー事務所移籍で後悔する人の共通点  今の事務所でモヤモヤしてるけど、移籍って正直怖い… トラブルなく円満に辞めたいけど、どうすればいいか分からない…って思っていませんか？ わかり
2026-04-27 16:15:20,ig_auto_031,True,【知らないと損】ライバー事務所移籍で後悔する人の共通点  今の事務所でモヤモヤしてるけど、移籍って正直怖い… トラブルなく円満に辞めたいけど、どうすればいいか分からない…って思っていませんか？ わかり
2026-04-28 07:42:33,ig_auto_032,True,【9割が知らない】稼げるライブ配信アプリの見分け方  ライブ配信を始めたいけど、どのアプリを選べばいいか分からず、立ち止まっていませんか？ 自分に合うアプリを見つけられず、始めてもなかなか稼げない…そ
2026-04-28 17:15:21,ig_auto_033,True,【9割が誤解】ライバーの見た目、実は稼ぎに関係ない  ライバーって結局可愛い子しか稼げないんでしょ？ 見た目に自信がないから私には無理だって諦めていませんか？ その気持ち、痛いほどよくわかります。私も
2026-04-29 16:57:24,ig_auto_034,True,【知らないと損する！ライバー契約書10の落とし穴】  契約書って難しくて、読まずにサインしてませんか？ 「もし変な条件があったら…」って不安になりますよね、わかります。  結論、ライバー契約書は必ず「
2026-04-30 07:40:15,ig_auto_035,False,【知らないと損】コラボ配信でファン激増する秘策5選  「毎日配信してるのに、なかなかファンが増えない…」 「コラボ配信って難しそう、相手にどう声をかければいいか分からない」って感じてませんか？ その気
2026-04-30 07:40:46,ig_auto_035,False,【知らないと損】コラボ配信でファン激増する秘策5選  「毎日配信してるのに、なかなかファンが増えない…」 「コラボ配信って難しそう、相手にどう声をかければいいか分からない」って感じてませんか？ その気
2026-04-30 07:41:16,ig_auto_035,False,【知らないと損】コラボ配信でファン激増する秘策5選  「毎日配信してるのに、なかなかファンが増えない…」 「コラボ配信って難しそう、相手にどう声をかければいいか分からない」って感じてませんか？ その気
2026-04-30 16:09:44,ig_auto_035,True,【知らないと損】コラボ配信でファン激増する秘策5選  「毎日配信してるのに、なかなかファンが増えない…」 「コラボ配信って難しそう、相手にどう声をかければいいか分からない」って感じてませんか？ その気
2026-05-01 07:38:06,ig_auto_036,True,【初配信で緊張しちゃう？実は8割が翌日消えるワケ】  「初配信、緊張しすぎて私には向いてないかも…」って思ってませんか？ わかります。私も配信開始ボタンが押せず、リスナー0人で泣いた経験があります。 
2026-05-02 06:21:42,ig_auto_037,True,"【ライバー9割が知らない時給の落とし穴】  「ライバーって時給3,000円って聞いたけど、本当に稼げるの？」 そう思ってませんか？わかります、私も『平均時給1,800円』を信じて始めた一人でした。  "
2026-05-02 14:16:33,ig_auto_038,True,【9割が知らない】ライバーで稼ぎ続ける人の共通点  「私、トーク力ないからライバー向いてないかも…」って思ってませんか？ わかります。当事務所のトップライバーの半数近くが、そう思っていた人でした。  
